"","homewinpercdiff","awaywinpercdiff","neutralwinpercdiff","totalwinpercdiff","oppwinpercdiff","FGpercdiff","FG3percdiff","ORpgdiff","DRpgdiff","ASTpgdiff","STLpgdiff","BLKpgdiff","PFpgdiff","hotdiff","ppgdiff","papgdiff","Seeddiff","Team1win"
"1",0.065359477124183,0.707070707070707,-0.0833333333333334,0.254734848484849,0.0102438361374352,-0.0278380915135719,-0.0266684356828827,1.48200757575758,2.67424242424243,2.13825757575757,3.30397727272727,3.11931818181818,1.52651515151515,4,1.75189393939394,-6.83143939393939,-11,1
"2",0.0583333333333333,0.516666666666667,-0.8,0.183179723502304,-0.046168604589171,0.0125761513042573,-0.0329953010216286,3.79147465437788,0.771889400921658,0.73963133640553,1.01267281105991,-1.43087557603687,1.5241935483871,3,5.11751152073732,-0.943548387096769,-4,1
"3",0.144736842105263,0.244444444444444,-0.0238095238095237,0.176470588235294,0.0419408877348735,0.0190943809016704,-0.0155516317873693,-0.0294117647058822,-0.352941176470587,0.852941176470587,1.55882352941177,-0.235294117647059,-0.0294117647058822,1,10.2352941176471,0.647058823529406,-11,1
"4",0.0555555555555556,0.0277777777777778,0,0,-0.0362868691234078,0.021618642071871,0.0261234195396873,0.1875,2.6875,-1.5,1.6875,-0.375,1.59375,1,11.9375,7.6875,3,1
"5",0.285714285714286,-0.183333333333333,0.0952380952380952,0.121212121212121,-0.0040899457177942,0.00873193924638693,-0.0213414008792698,3.54545454545455,0.939393939393938,2.57575757575758,-0.181818181818182,-0.0606060606060606,0.333333333333336,-2,-1.30303030303031,-6.57575757575758,-7,1
"6",-0.0277777777777778,-0.345454545454545,0.291666666666667,-0.0974264705882353,0.0697210689614429,-0.0367081145206876,-0.0628228796227051,2.65441176470588,0.639705882352942,-3.97058823529412,0.661764705882353,3.18933823529412,3.3125,0,-7.36580882352941,-1.77941176470588,1,1
"7",0.142857142857143,0.21969696969697,-0.166666666666667,0.110459433040078,0.0179145955651847,0.00812547645214196,0.0504060830251191,0.75171065493646,0.340175953079179,-0.0263929618768337,0.262952101661779,-0.00782013685239491,3.80449657869013,-1,0.359726295210166,-3.51026392961877,-5,1
"8",0.0871794871794872,-0.277777777777778,-0.75,-0.177011494252874,-0.0159795871983743,-0.0279520517741993,-0.0187259111052249,0.544827586206896,-1.34367816091954,1.98620689655172,3.85862068965517,0.357471264367816,2.49770114942529,-1,1.41839080459769,4.2,8,1
"9",0,0.111111111111111,-0.266666666666667,0.041871921182266,-0.0407040379000192,0.0231729823544253,-0.0100741402836089,-1.86822660098522,0.75369458128079,0.46551724137931,1.91748768472906,3.41871921182266,-3.77093596059114,0,1.2463054187192,1.21798029556651,2,1
"10",-0.0686274509803922,-0.136363636363636,0.25,-0.0147186147186147,0.0816107599952023,8.73220940605379e-05,-0.00323619933527747,1.33766233766234,2.5974025974026,-1.15844155844156,-0.947186147186147,1.84069264069264,-1.27445887445888,2,4.43030303030304,7.15930735930736,-3,1
